Date OS;Nature de prestation;Service bénéficiaire;Rubrique budgétaire;Fournisseur;type Frs;type de dépense;Montant dépens TTC;Service bénéficiair;type budget(I,F);délai d’exécution;délai réel d’exécution.
12/30/2017 00:00:00;Acquisition du matériels médical;POLYCLINIQUE SETTAT;Matériel Médical ;METEC DIAGNOSTIC;local;Marché Fournitures;259 159;POLYCLINIQUE SETTAT;Investissement;364;
01/01/2019 0:00;;POLYCLINIQUE ZIRAOUI;Achats de fournitures & Consommable médical;GAMA MED ;local;Marché Fournitures;187 176;POLYCLINIQUE ZIRAOUI;Investissement;0;
03/14/2019 00:00:00;Fourniture de consommable et réactifs de laboratoire;POLYCLINIQUE AGADIR;Achats Produits Pharmaceutiques & Laboratoires;ISOLAB SARL;local;Bon de commandes;4 876;POLYCLINIQUE AGADIR;Investissement;0;
01/01/2019 0:00;produits pharmaceutiques;POLYCLINIQUE INARA;Achats Produits Pharmaceutiques & Laboratoires;UMA INOV;local;Marché Fournitures;21 510;POLYCLINIQUE INARA;Investissement;364;
11/27/2018 00:00:00;Achat de combustibles;POLYCLINIQUE KENITRA;Achats Carburant et Lubrifiant Véhicule;AL MAMORA AFRIQUIA SERVICE;local;Bon de commandes;3 000;POLYCLINIQUE KENITRA;Investissement;0;
01/19/2018 00:00:00;Entretien et réparation des biens mobiliers;Siege;"Entretien et réparations des biens mobiliers									";ITALCAR;local;Bon de commandes;1 157;Siege;Investissement;0;
02/13/2018 00:00:00;Entretien et réparation des biens mobiliers;Siege;"Entretien et réparations des biens mobiliers									";ITALCAR;local;Bon de commandes;2 252;Siege;Investissement;0;
11/15/2018 00:00:00;Acquisition du matériels de transport;Siege;Matériel de transport;CULTURE MOTO;local;Bon de commandes;39 406;Siege;Investissement;0;
12/05/2018 0:00;Entretien et réparation des biens mobiliers;Siege;"Entretien et réparations des biens mobiliers									";ITALCAR;local;Bon de commandes;3 495;Siege;Investissement;0;
12/05/2018 0:00;Acquisition mobilier et materiel de bureau;POLYCLINIQUE SIDI BERNOUSSI;Matériel de bureau;TAJ INVEST SARLAU;local;Bon de commandes;6 960;POLYCLINIQUE SIDI BERNOUSSI;Investissement;0;
12/07/2018 0:00;Acquisition du Matériels de Bureau;POLYCLINIQUE SETTAT;Matériel de bureau; STE BUREAUTIQUE FARIRE;local;Bon de commandes;14 400;POLYCLINIQUE SETTAT;Investissement;7;
12/10/2018 0:00;Achat de combustibles;Direction régionale RABAT SALE (DRRS);Achats de combustibles;VIVO ENERGIY MAROC;local;Bon de commandes;21 000;Direction régionale RABAT SALE (DRRS);Investissement;0;
10/31/2018 00:00:00;Installations techniques, Matériel et Outillage;POLYCLINIQUE MARRAKECH;Achat de petit outillage et de petit équipement;STE ISLAND DISTRIBUTION sarl AU;local;Bon de commandes;8 640;POLYCLINIQUE MARRAKECH;Investissement;0;
11/29/2018 00:00:00;Service;Siege;"Publications									";CREAS;local;Marché Services;80 520;Siege;Investissement;1;
10/31/2018 00:00:00;Fourniture de consommable et réactifs de laboratoire;POLYCLINIQUE AGADIR;Achats Produits Pharmaceutiques & Laboratoires;MABIOTECH;local;Bon de commandes;4 032;POLYCLINIQUE AGADIR;Investissement;0;
04/12/2018 0:00;Formation;Siege;"Réception & participation aux manifestations officielles									";LMS-formation;local;Contrat Droit Commun;199 482;Siege;Investissement;0;
12/26/2018 00:00:00;Matériel de cuisine;Siege;Autres mobiliers, mat.de bureau et aménagements divers;TOP GRAD;local;Bon de commandes;12 240;Siege;Investissement;0;
12/25/2018 00:00:00;Acquisition de fournitures de bureau;Siege;Achat de fournitures de bureau;AD PLUS;local;Bon de commandes;13 440;Siege;Investissement;1;
12/13/2018 00:00:00;Entretien et réparation des biens mobiliers;Direction régionale TENSIFT ATLANTIQUE (DRTA);"Entretien et réparations des biens mobiliers									";MARRAKECH INCENDIE;local;Bon de commandes;4 957;Direction régionale TENSIFT ATLANTIQUE (DRTA);Investissement;0;
12/27/2018 00:00:00;Habillement et vêtement de travail;POLYCLINIQUE SETTAT;Achats Linge, Habillements et Vêtements de Travail;BALZATEX;local;Bon de commandes;52 650;POLYCLINIQUE SETTAT;Investissement;0;
01/01/2019 0:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE OUJDA;Achats Produits Pharmaceutiques & Laboratoires;SANOFI AVENTIS MAROC;local;Marché Services;114 109;POLYCLINIQUE OUJDA;Investissement;747;
02/15/2019 00:00:00;Fournitures imprimés;POLYCLINIQUE OUJDA;Achats de Fournitures de bureau et d'Informatique;STE ATLAL;local;Bon de commandes;44 916;POLYCLINIQUE OUJDA;Investissement;0;
01/01/2019 0:00;Maintenance;POLYCLINIQUE AGADIR;Maintenance des agencements & installations techniques                                    ;MAGHREB OXYGENE;local;Marché Services;110 256;POLYCLINIQUE AGADIR;Investissement;1 095;
03/04/2019 0:00;Acquisition de fournitures de bureau;Siege;Achat de fournitures de bureau;AMAY BURO MAROC;local;Bon de commandes;2 340;Siege;Investissement;0;
01/01/2019 0:00;Fourniture de consommable et réactifs de laboratoire;POLYCLINIQUE SETTAT;Achats Produits Pharmaceutiques & Laboratoires;PROMALAB;local;Marché Fournitures;74 153;POLYCLINIQUE SETTAT;Investissement;364;
01/01/2019 0:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE SETTAT;Achats Produits Pharmaceutiques & Laboratoires;SANOFI AVENTIS MAROC;local;Marché Fournitures;119 471;POLYCLINIQUE SETTAT;Investissement;1 096;
12/31/2018 00:00:00;Entretien et réparations des biens immobiliers ;POLYCLINIQUE SETTAT;"Entretien et réparations des biens immobiliers									";Sté AZIZI BUILDING s.a.r.l.;local;Bon de commandes;49 100;POLYCLINIQUE SETTAT;Investissement;0;
01/01/2019 0:00;;POLYCLINIQUE ZIRAOUI;Achats de fournitures & Consommable médical;GAMA MED ;local;Marché Fournitures;447 870;POLYCLINIQUE ZIRAOUI;Investissement;0;
03/13/2019 00:00:00;produits pharmaceutiques;POLYCLINIQUE KENITRA;Achats Produits Pharmaceutiques & Laboratoires;KENIPHARMA;local;Bon de commandes;24 880;POLYCLINIQUE KENITRA;Investissement;1;
03/14/2019 00:00:00;Fourniture de consommable et réactifs de laboratoire;POLYCLINIQUE AGADIR;Achats Produits Pharmaceutiques & Laboratoires;MABIOTECH;local;Bon de commandes;3 240;POLYCLINIQUE AGADIR;Investissement;0;
01/01/2019 0:00;;POLYCLINIQUE ZIRAOUI;Achats Produits Pharmaceutiques & Laboratoires;SANOFI AVENTIS MAROC;local;Marché Fournitures;38 934;POLYCLINIQUE ZIRAOUI;Investissement;364;
02/22/2019 00:00:00;Réception et participation aux manifestations officielles;Direction régionale CHAOUIA TADLA (DRCT);Réception & participation aux manifestations officielles                                    ;STE D'EXTENTION ET DE PROMOTION DU GOLF;local;Bon de commandes;4 805;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
03/22/2019 00:00:00;Entretien et réparation des biens mobiliers;Siege;Entretien et réparations des biens mobiliers                                    ;RENAULT COMMERCE MAROC;local;Bon de commandes;1 530;Siege;Investissement;0;
01/01/2019 0:00;;POLYCLINIQUE ZIRAOUI;Achats Produits Pharmaceutiques & Laboratoires;HEMOLAB PHARMA SA;local;Marché Fournitures;4 805;POLYCLINIQUE ZIRAOUI;Investissement;364;
01/01/2019 0:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE KENITRA;Achats Produits Pharmaceutiques & Laboratoires;BIOCODEX MAROC;local;Marché Fournitures;35 952;POLYCLINIQUE KENITRA;Investissement;1 096;
01/01/2019 0:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE KENITRA;Achats Produits Pharmaceutiques & Laboratoires;BIOCODEX MAROC;local;Marché Fournitures;35 952;POLYCLINIQUE KENITRA;Investissement;1 096;
03/18/2011 00:00:00;Travaux d'impression;Ex Siége;Frais postaux                                    ;IMPRIMERIE ETOILE D'OR;local;Bon de commandes;67 800;Ex Siége;Investissement;0;
09/05/2018 0:00;Travaux;Siege;Agencements et améganements des agences et des représentations;MAX AFFAIRE S.A.R.L;local;Marché Travaux;972 708;Siege;Investissement;8;
08/13/2018 00:00:00;Travaux;Siege;Agencements et améganements des agences et des représentations;MAX AFFAIRE S.A.R.L;local;Marché Travaux;972 708;Siege;Investissement;8;
12/24/2018 00:00:00;Travaux de transport;Direction régionale CHAOUIA TADLA (DRCT);"Transport									";STE HT 2A SARL;local;Bon de commandes;3 840;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
01/12/2018 0:00;Entretien et réparation des biens mobiliers;Siege;"Entretien et réparations des biens mobiliers									";ITALCAR;local;Bon de commandes;2 824;Siege;Investissement;1;
01/01/2019 0:00;Acquisition du consommable médical;POLYCLINIQUE AGADIR;Achats de fournitures & Consommable médical;PROPHARMA;local;Marché Fournitures;125 931;POLYCLINIQUE AGADIR;Investissement;1 096;
02/08/2019 0:00;produits pharmaceutiques;POLYCLINIQUE KENITRA;Achats Produits Pharmaceutiques & Laboratoires;MEGAFLEX;local;Bon de commandes;19 320;POLYCLINIQUE KENITRA;Investissement;0;
12/25/2018 00:00:00;;Direction régionale TANGER TETOUAN (DRTT);Achat de fournitures de bureau;CASA PAPEL SA MAROC;local;Bon de commandes;13 320;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
02/06/2019 0:00;Fourniture de consommable et réactifs de laboratoire;POLYCLINIQUE AGADIR;Achats Produits Pharmaceutiques & Laboratoires;MEGAFLEX;local;Bon de commandes;2 820;POLYCLINIQUE AGADIR;Investissement;0;
01/02/2019 0:00;;POLYCLINIQUE MARRAKECH;Achats de fournitures & Consommable médical;SOPARMA SARL;local;Marché Fournitures;180 703;POLYCLINIQUE MARRAKECH;Investissement;364;
01/02/2019 0:00;;POLYCLINIQUE MARRAKECH;Achats de fournitures & Consommable médical;SOPARMA SARL;local;Marché Fournitures;180 703;POLYCLINIQUE MARRAKECH;Investissement;364;
02/20/2019 00:00:00;Prestations de services financiers réalissées par des établissements financiers agrées;POLYCLINIQUE HAY HASSANI;Achats de Prestations Diverses;CASA PERFORMANCE;local;Bon de commandes;6 600;POLYCLINIQUE HAY HASSANI;Investissement;0;
01/01/2019 0:00;Etude et analyse des eaux;POLYCLINIQUE INARA;Achats de fournitures & Consommable médical;MAGHREB OXYGENE;local;Marché Fournitures;514 166;POLYCLINIQUE INARA;Investissement;364;
03/14/2019 00:00:00;Annonces et Insertions;POLYCLINIQUE AGADIR;Annonces et insertions;GROUPE MAROC SOIR;local;Bon de commandes;634;POLYCLINIQUE AGADIR;Investissement;0;
01/01/2019 0:00;Traitement des déchets hospitaliers;POLYCLINIQUE SETTAT;Achats de Prestations Diverses;ATHISA MAROC ;local;Marché Fournitures;120 000;POLYCLINIQUE SETTAT;Investissement;364;
03/21/2019 00:00:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE KENITRA;Achats Produits Pharmaceutiques & Laboratoires;SUN PHARMCEUTICALS MOROCCO LLC;local;Bon de commandes;3 935;POLYCLINIQUE KENITRA;Investissement;0;
11/22/2018 00:00:00;Agencement et aménagement des constructions;POLYCLINIQUE AGADIR;Agencements et aménagements des constructions;Sté LITATEC SARL;local;Bon de commandes;229 500;POLYCLINIQUE AGADIR;Investissement;0;
01/01/2019 0:00;Fourniture de consommable médical;POLYCLINIQUE MOHAMMADIA;Achats de fournitures & Consommable médical;HEMOLAB PHARMA SA;local;Marché Fournitures;923 720;POLYCLINIQUE MOHAMMADIA;Investissement;1 096;
03/28/2019 00:00:00;Acquisition de fournitures de bureau;Siege;Achat de fournitures de bureau;IMPRIMERIE PAPETERIE NEGOCE KARAWYINE (IPNK) ;local;Marché Fournitures;667 200;Siege;Investissement;0;
12/07/2018 0:00;Acquisition de fournitures de bureau;Direction régionale CHAOUIA TADLA (DRCT);Achat de fournitures de bureau;NAVARA BURO;local;Marché Fournitures;35 749;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
12/07/2018 0:00;Entretien et réparation des biens mobiliers;Siege;"Entretien et réparations des biens mobiliers									";SMEIA;local;Bon de commandes;2 760;Siege;Investissement;0;
12/07/2018 0:00;Acquisition du Mobilier de Bureau;POLYCLINIQUE SETTAT;Mobilier de bureau; STE BUREAUTIQUE FARIRE;local;Bon de commandes;40 320;POLYCLINIQUE SETTAT;Investissement;0;
12/21/2018 00:00:00;Acquisition de fournitures de bureau;Siege;Achat de fournitures de bureau;AMAY BURO MAROC;local;Bon de commandes;5 856;Siege;Investissement;0;
12/28/2018 00:00:00;Réception et participation aux manifestations officielles;Direction régionale RABAT SALE (DRRS);"Réception & participation aux manifestations officielles									";PALFO SARL;local;Bon de commandes;875;Direction régionale RABAT SALE (DRRS);Investissement;0;
11/29/2018 00:00:00;Acquisition du Mobilier de Bureau;Siege;Mobilier de bureau;BOCH EQUIPEMENT;local;Marché Fournitures;346 800;Siege;Investissement;0;
01/15/2019 00:00:00;installation technique,materiel et outillage;Siege;Installations techniques;MARKAS;local;Marché Travaux;610 440;Siege;Investissement;1;
12/24/2018 00:00:00;installation technique,materiel et outillage;Siege;Installations techniques;MARKAS;local;Marché Travaux;610 440;Siege;Investissement;1;
01/10/2019 0:00;installation technique,materiel et outillage;Siege;Installations techniques;MARKAS;local;Marché Travaux;729 000;Siege;Investissement;1;
12/24/2018 00:00:00;installation technique,materiel et outillage;Siege;Installations techniques;MARKAS;local;Marché Travaux;729 000;Siege;Investissement;1;
01/01/2019 0:00;Fourniture de consommable médical;POLYCLINIQUE SETTAT;Achats de fournitures & Consommable médical;STEPLUS S.A.R.L;local;Marché Fournitures;47 672;POLYCLINIQUE SETTAT;Investissement;1 096;
01/17/2019 00:00:00;Réception et participation aux manifestations officielles;Direction régionale RABAT SALE (DRRS);Réception & participation aux manifestations officielles                                    ;PALFO SARL;local;Bon de commandes;840;Direction régionale RABAT SALE (DRRS);Investissement;0;
01/01/2019 0:00;Maintenance;POLYCLINIQUE AGADIR;Maintenance des agencements & installations techniques                                    ;GM2S;local;Marché Services;48 000;POLYCLINIQUE AGADIR;Investissement;365;
01/01/2018 0:00;Acquisition du matériels médical;POLYCLINIQUE SETTAT;Matériel Médical ;PROMAMEC SARL;local;Marché Fournitures;459 888;POLYCLINIQUE SETTAT;Investissement;60;
03/14/2019 00:00:00;Annonces et Insertions;POLYCLINIQUE AGADIR;Annonces et insertions;GROUPE MAROC SOIR;local;Bon de commandes;950;POLYCLINIQUE AGADIR;Investissement;0;
01/01/2019 0:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE KENITRA;Achats Produits Pharmaceutiques & Laboratoires;PHARMACEUTICAL INSTITUTE;local;Marché Fournitures;62 916;POLYCLINIQUE KENITRA;Investissement;1 077;
01/01/2019 0:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE KENITRA;Achats Produits Pharmaceutiques & Laboratoires;PHARMACEUTICAL INSTITUTE;local;Marché Fournitures;62 916;POLYCLINIQUE KENITRA;Investissement;1 077;
11/13/2018 00:00:00;Acquisition du Matériels de Bureau;POLYCLINIQUE MOHAMMADIA;Autres mobiliers, mat.de bureau et aménagements divers;TAJ INVEST SARLAU;local;Bon de commandes;12 000;POLYCLINIQUE MOHAMMADIA;Investissement;0;
11/30/2018 00:00:00;Maintenance;POLYCLINIQUE AGADIR;Achats Pièces de Rechange Matériel Médical;SIELMED;local;Bon de commandes;11 208;POLYCLINIQUE AGADIR;Investissement;0;
01/09/2018 0:00;Entretien et réparation des biens mobiliers;Siege;"Entretien et réparations des biens mobiliers									";RENAULT COMMERCE MAROC;local;Bon de commandes;1 494;Siege;Investissement;0;
12/25/2018 00:00:00;Réparation et maintenance des équipements et des installations techniques ;POLYCLINIQUE KENITRA;"Maintenance des agencements & installations techniques									";KENITRA SECURITE  INCENDIE;local;Bon de commandes;6 288;POLYCLINIQUE KENITRA;Investissement;0;
06/29/2018 00:00:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE AGADIR;Achats Produits Pharmaceutiques & Laboratoires;SOREMED ;local;Bon de commandes;19 260;POLYCLINIQUE AGADIR;Investissement;0;
01/24/2018 00:00:00;Agencement et aménagement des constructions;Direction régionale CHAOUIA TADLA (DRCT);Agencements, techniques et aménagements divers;PRE-GLOBAL SERVICES SARL;local;Bon de commandes;16 000;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
07/17/2018 00:00:00;Acquisition mobilier et materiel de bureau;Direction régionale CASA ANFA (DRCA);Mobilier de bureau;FECOGEMA;local;Marché Travaux;29 760;Direction régionale CASA ANFA (DRCA);Investissement;0;
07/17/2018 00:00:00;Acquisition mobilier et materiel de bureau;Direction régionale CASA ANFA (DRCA);Mobilier de bureau;FECOGEMA;local;Marché Travaux;29 760;Direction régionale CASA ANFA (DRCA);Investissement;0;
09/04/2018 0:00;Acquisition du matériels médical;POLYCLINIQUE KENITRA;Matériel Médical ;KITMED;local;Marché Fournitures;84 000;POLYCLINIQUE KENITRA;Investissement;90;
09/04/2018 0:00;Acquisition du matériels médical;POLYCLINIQUE KENITRA;Matériel Médical ;KITMED;local;Marché Fournitures;84 000;POLYCLINIQUE KENITRA;Investissement;90;
01/25/2011 00:00:00;Réception et participation aux manifestations officielles;Ex Siége;Achat de fournitures de bureau;LP TRAITEUR;local;Bon de commandes;6 750;Ex Siége;Investissement;0;
05/18/2017 00:00:00;Abonnement aux réseaux de télécommunication;Siege;Frais de télécommunication                                    ;MEDITELECOM S.A ;local;Contrat Droit Commun;800 000;Siege;Investissement;0;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE KENITRA;Achats de fournitures & Consommable médical;MBSTS GROUPE;local;Marché Fournitures;179 104;POLYCLINIQUE KENITRA;Investissement;0;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE KENITRA;Achats de fournitures & Consommable médical;MBSTS GROUPE;local;Marché Fournitures;179 104;POLYCLINIQUE KENITRA;Investissement;0;
04/06/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE KENITRA;Achats de fournitures & Consommable médical;MAROC DIABETE PLUS ;local;Marché Fournitures;28 092;POLYCLINIQUE KENITRA;Investissement;1 095;
04/06/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE KENITRA;Achats de fournitures & Consommable médical;MAROC DIABETE PLUS ;local;Marché Fournitures;28 092;POLYCLINIQUE KENITRA;Investissement;1 095;
05/23/2019 00:00:00;Entretien et réparations des biens immobiliers ;Direction régionale CHAOUIA TADLA (DRCT);Entretien et réparations des biens immobiliers                                    ;SOLVO TRAVAUX DIVERS S.A.R.L;local;Bon de commandes;3 624;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
06/29/2018 00:00:00;Service;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);"Entretien et réparations des biens immobiliers									";ELECTRO BEN FADIL SARL AU;local;Bon de commandes;20 620;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;0;
06/17/2019 00:00:00;Acquisition du consommable médical;POLYCLINIQUE KENITRA;Achats de fournitures & Consommable médical;MAROC DIABETE PLUS ;local;Bon de commandes;5 688;POLYCLINIQUE KENITRA;Investissement;0;
06/27/2019 00:00:00;Acquisition du Mobilier de Bureau;POLYCLINIQUE AGADIR;Mobilier de bureau;AGADIR COPIE;local;Bon de commandes;99 986;POLYCLINIQUE AGADIR;Investissement;0;
07/03/2019 0:00;Publication;Siege;Primes de publicité                                    ;Hiba Media sarl;local;Contrat Droit Commun;54 000;Siege;Investissement;1;
06/28/2019 00:00:00;Acquisition du consommable informatique et bureautique;POLYCLINIQUE ZIRAOUI;Achats de Fournitures de bureau et d'Informatique;RNT;local;Bon de commandes;45 606;POLYCLINIQUE ZIRAOUI;Investissement;1;
07/25/2019 00:00:00;produits d'entretien;POLYCLINIQUE MARRAKECH;Achat de produits d'entretien;STE ISLAND DISTRIBUTION sarl AU;local;Bon de commandes;8 784;POLYCLINIQUE MARRAKECH;Investissement;0;
07/31/2019 00:00:00;Annonces et Insertions;POLYCLINIQUE AGADIR;Annonces et insertions;GROUPE MAROC SOIR;local;Bon de commandes;634;POLYCLINIQUE AGADIR;Investissement;0;
06/26/2019 00:00:00;Location de matériel et de mobilier;Direction régionale CHAOUIA TADLA (DRCT);Achats de travaux, études et prestations de service;RESTAURANT ROMA;local;Bon de commandes;8 640;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
08/05/2019 0:00;Agencement et aménagement des constructions;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Agencements et aménagements des constructions;STE HOFTRAD SARL;local;Marché Travaux;88 800;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
06/18/2019 00:00:00;Entretien et réparation des biens mobiliers;Direction régionale RABAT SALE (DRRS);Achats de travaux, études et prestations de service;BORIM SARL;local;Bon de commandes;13 560;Direction régionale RABAT SALE (DRRS);Investissement;0;
07/18/2019 00:00:00;;Direction régionale TANGER TETOUAN (DRTT);Maintenance des agencements & installations techniques                                    ;COMPUTER MORROCO SOLUTION ;local;Bon de commandes;6 690;Direction régionale TANGER TETOUAN (DRTT);Investissement;1;
07/19/2019 00:00:00;Maintenance;Direction régionale TANGER TETOUAN (DRTT);Maintenance des agencements & installations techniques                                    ;TECHNIC FILE;local;Bon de commandes;4 200;Direction régionale TANGER TETOUAN (DRTT);Investissement;1;
07/19/2019 00:00:00;Acquisition de mobilier de restauration;Direction régionale TANGER TETOUAN (DRTT);Autres mobiliers, mat.de bureau et aménagements divers;ELECTRO BOUSFIHA;local;Bon de commandes;37 094;Direction régionale TANGER TETOUAN (DRTT);Investissement;1;
07/29/2019 00:00:00;Maintenance;POLYCLINIQUE KENITRA;Achats Produits Pharmaceutiques & Laboratoires;HEMOLAB PHARMA SA;local;Bon de commandes;3 711;POLYCLINIQUE KENITRA;Investissement;0;
06/10/2019 0:00;Achat de linge ;POLYCLINIQUE MARRAKECH;Achats Linge, Habillements et Vêtements de Travail;Atlas services santé;local;Bon de commandes;59 205;POLYCLINIQUE MARRAKECH;Investissement;0;
07/31/2019 00:00:00;Entretien et réparation des biens mobiliers;Siege;Entretien et réparations des biens immobiliers                                    ;ITALCAR;local;Bon de commandes;1 996;Siege;Investissement;1;
07/31/2019 00:00:00;Entretien et réparation des biens mobiliers;Siege;Entretien et réparations des biens mobiliers                                    ;ITALCAR;local;Bon de commandes;1 996;Siege;Investissement;1;
09/04/2019 0:00;Produits pharmaceutiques et produits et matiéres premières pharmaceutiques;POLYCLINIQUE ZIRAOUI;Achats Produits Pharmaceutiques & Laboratoires;UGP PARTENARIATS S.A;local;Bon de commandes;31 852;POLYCLINIQUE ZIRAOUI;Investissement;1;
06/27/2019 00:00:00;Etudes;POLYCLINIQUE ZIRAOUI;Honoraires                                    ;MARJANA;local;Bon de commandes;3 600;POLYCLINIQUE ZIRAOUI;Investissement;1;
05/20/2019 00:00:00;Fourniture de bureau;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Achat de fournitures de bureau;PROVEDIC;local;Marché Fournitures;52 020;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;0;
05/31/2019 00:00:00;produits d'entretien;Siege;Achat de produits d'entretien;EL ASRY BRAHIM;local;Bon de commandes;334;Siege;Investissement;0;
06/10/2019 0:00;installation technique,materiel et outillage;Direction régionale KENITRA KHEMISSET (DRKK);Autres installations techniques, matériel et outillage;FAMI BAT;local;Bon de commandes;3 600;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;0;
07/12/2019 0:00;Fourniture de consommable et réactifs de laboratoire;POLYCLINIQUE ZIRAOUI;Achats de fournitures & Consommable médical;UMA INOV;local;Bon de commandes;55 175;POLYCLINIQUE ZIRAOUI;Investissement;1;
07/25/2019 00:00:00;Consommables médicaux et produits non pharmaceutiques;POLYCLINIQUE AGADIR;Achats Produits Pharmaceutiques & Laboratoires;PROMALAB;local;Bon de commandes;10 198;POLYCLINIQUE AGADIR;Investissement;1;
07/19/2019 00:00:00;Entretien et réparations des biens immobiliers ;Direction régionale TANGER TETOUAN (DRTT);Entretien et réparations des biens immobiliers                                    ;FABRISTORE  SARL;local;Bon de commandes;1 500;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
08/01/2019 0:00;Achat de combustibles;Direction régionale RABAT SALE (DRRS);Achats de combustibles;VIVO ENERGIY MAROC;local;Bon de commandes;7 000;Direction régionale RABAT SALE (DRRS);Investissement;0;
07/26/2019 00:00:00;Acquisition du Mobilier de Bureau;Direction régionale TANGER TETOUAN (DRTT);Mobilier de bureau;TOP SERVICE TANGER 2 SARL;local;Marché Fournitures;262 572;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
07/26/2019 00:00:00;Acquisition du Mobilier de Bureau;Direction régionale TANGER TETOUAN (DRTT);Mobilier de bureau;TOP SERVICE TANGER 2 SARL;local;Marché Fournitures;262 572;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
08/05/2019 0:00;Entretien et réparation des biens mobiliers;Direction régionale TENSIFT ATLANTIQUE (DRTA);Entretien et réparations des biens mobiliers                                    ;Ste AUTO JIK SARL;local;Bon de commandes;5 052;Direction régionale TENSIFT ATLANTIQUE (DRTA);Investissement;0;
08/06/2019 0:00;Publication;Siege;Primes de publicité                                    ;REGIE 3;local;Contrat Droit Commun;119 462;Siege;Investissement;1;
06/04/2018 0:00;Fourniture de consommable et réactifs de laboratoire;POLYCLINIQUE INARA;Achats Produits Pharmaceutiques & Laboratoires;TEST REACTIFS SARL;local;Marché Fournitures;21 396;POLYCLINIQUE INARA;Investissement;210;
07/03/2019 0:00;Publication;Siege;Primes de publicité                                    ;MEDI 1 TV;local;Contrat Droit Commun;292 740;Siege;Investissement;1;
07/08/2019 0:00;Acquisition du consommable médical;POLYCLINIQUE KENITRA;Achats de fournitures & Consommable médical;MBSTS GROUPE;local;Bon de commandes;11 826;POLYCLINIQUE KENITRA;Investissement;0;
04/28/2019 00:00:00;Prestation de restauration des documents d'archivage;POLYCLINIQUE HAY HASSANI;Achats de Prestations Diverses;EXCELLENCE TRAITEUR;local;Contrat Droit Commun;749 914;POLYCLINIQUE HAY HASSANI;Investissement;3;
07/15/2019 00:00:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE SETTAT;Achats Produits Pharmaceutiques & Laboratoires;SANOFI AVENTIS MAROC;local;Bon de commandes;17 715;POLYCLINIQUE SETTAT;Investissement;0;
05/02/2019 0:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE HAY HASSANI;Achats Produits Pharmaceutiques & Laboratoires;dento-cerame SARL;local;Bon de commandes;7 810;POLYCLINIQUE HAY HASSANI;Investissement;0;
07/24/2019 00:00:00;Entretien et réparations des biens immobiliers ;Direction régionale KENITRA KHEMISSET (DRKK);Entretien et réparations des biens immobiliers                                    ;BIK MOHAMED;local;Bon de commandes;3 000;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;0;
07/02/2019 0:00;Entretien et réparations des biens immobiliers ;POLYCLINIQUE MOHAMMADIA;Entretien et réparations des biens immobiliers                                    ;MOURDANI ALLUMINIUM;local;Bon de commandes;23 520;POLYCLINIQUE MOHAMMADIA;Investissement;1;
04/16/2019 00:00:00;Formation;Siege;Formation                                    ;ECOLE SUPERIEURE DE MANAGEMENT ET DE COMMUNICATION DE CASABLANCA;local;Contrat Droit Commun;27 860;Siege;Investissement;1;
06/18/2019 00:00:00;Service;POLYCLINIQUE INARA;Achats Linge, Habillements et Vêtements de Travail;SL MEDICAL;local;Bon de commandes;51 300;POLYCLINIQUE INARA;Investissement;0;
07/31/2019 00:00:00;Publication;Siege;Primes de publicité                                    ;AWALMEDIA;local;Contrat Droit Commun;84 000;Siege;Investissement;1;
